wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,cc,max_cc,sum_locp,max_locp,sum_locm,max_locm,max_set,avg_set,no_rev,sum_chrn,max_chrn,age,countofdeveloper,ref,bug
2,1,0,45,2,1,41,4,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
1,1,0,18,1,0,14,5,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,4,4,3,4,0,2,1,9,0,0,0,0.666666667,0,0,1.666666667,1,1,0,0,0,0,0,0,0,0,0,116,0,0,FALSE
3,0,1,14,6,3,2,12,2,2,41,0,0,0,0.5,0,0,12.66666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
37,1,0,3,77,0,1,2,36,0.648148148,236,1,2,0,0.17027027,0,0,5.297297297,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,1,20,1,0,1,2,2,158,0,0,0,0.5,0,0,78,5.5,10,0,0,0,0,0,0,0,0,0,229.85,0,0,FALSE
10,1,0,2,14,0,1,1,10,0.682539683,214,1,2,0,0.466666667,0,0,19.7,2.2,8,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,21,22,0,2,20,4,0.5,143,1,1,0,0.276923077,0,0,27.2,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,3,6,3,0,3,3,2,17,0,0,0,0.833333333,0,0,4.666666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,0,0,3,12,3,0,3,1,2,44,0,0,0,0.444444444,0,0,13.66666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
21,0,1,25,57,138,3,22,18,2,273,0,0,0,0.21031746,0,0,12,1.571428571,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
41,0,0,9,48,820,1,8,41,2,190,0,0,0,0.198373984,0,0,3.634146341,1,1,0,0,0,0,0,0,0,0,0,234.85,0,0,FALSE
1,1,0,12,1,0,11,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
15,0,0,17,52,0,3,14,13,0.774725275,601,0.461538462,6,0,0.208333333,0,0,38.2,1.2,3,37,34,23,14,14,6.25,4,60,35,22.14,2,0,TRUE
15,0,0,11,60,33,0,11,13,0.642857143,563,1,2,0,0.224242424,0,0,36.33333333,1,1,0,0,0,0,0,0,0,0,0,180.57,0,0,FALSE
12,1,0,13,33,4,5,8,0,0.666666667,244,0.833333333,3,0,0.261904762,0,0,18.83333333,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,0,0,13,23,7,2,11,6,1.05952381,182,0.571428571,4,0,0.267857143,0,0,23,1.142857143,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,0,0,6,28,13,0,6,5,0.8,322,0,0,0,0.388888889,0,0,52.5,1.166666667,2,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
18,1,0,9,30,101,2,7,12,0.843137255,148,0.833333333,0,0,0.205882353,0,0,6.888888889,1.111111111,2,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
5,0,0,8,12,8,1,7,2,0.75,72,1,0,0,0.333333333,0,0,13.2,1.2,2,0,0,0,0,0,0,0,0,0,163,0,0,FALSE
8,2,0,3,13,0,2,1,8,0.285714286,148,1,0,0.588235294,0.325,1,2,17.125,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,0,0,4,18,36,0,4,7,2,86,0,0,0,0.333333333,0,0,8.555555556,2.666666667,5,1,1,7,7,9,7,2,8,7,13.85,2,0,TRUE
180,1,0,15,137,966,8,12,40,0.987012987,7424,1,3,0,0.113636364,0,0,40.12777778,2.4,12,55,34,91,57,2,1.66,3,146,57,4.28,2,0,TRUE
13,1,0,20,14,78,20,1,12,1.016666667,31,0,4,0,1,0,0,1,1,1,5,5,0,0,15,15,1,5,5,24.71,1,0,FALSE
11,1,0,19,25,55,1,18,10,2,178,0,0,0,0.351515152,0,0,15.18181818,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,5,18,0,1,4,5,0,126,1,0,0,0.371428571,0,0,24,2.2,3,0,0,0,0,0,0,0,0,0,212.14,0,0,FALSE
9,0,0,5,18,36,0,5,8,2,86,0,0,0,0.355555556,0,0,8.555555556,2.222222222,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,0,0,8,17,0,1,7,2,0,63,1,0,0,0.555555556,0,0,19.66666667,1,1,0,0,0,0,0,0,0,0,0,131.28,0,0,FALSE
6,0,0,5,27,0,1,4,6,0.35,405,0,1,0,0.357142857,0,0,64.5,2.666666667,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
84,1,0,46,182,1816,3,46,70,0.810009268,1668,1,4,0,0.088541667,0,0,18.70238095,1.130952381,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,13,24,8,11,2,4,0.892857143,714,0.142857143,0,0,0.3125,0,0,140.4,1,1,0,0,0,0,0,0,0,0,0,165.14,0,0,FALSE
39,0,0,5,82,741,1,4,36,1,2056,0,0,0,0.5,0,0,51.69230769,1.025641026,2,0,0,0,0,0,0,0,0,0,145.85,0,0,FALSE
6,0,0,4,20,3,1,3,6,0.466666667,154,0,1,0,0.361111111,0,0,24.16666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
10,1,2,5,51,43,2,3,1,0.444444444,381,1,1,0,0.366666667,0,0,37,1.1,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
120,1,0,200,122,7140,185,33,119,1.008037998,175,0,2,0,0.092147204,0,0,0.075,1,1,38,18,4,3,25,14.4,5,42,18,23,1,0,TRUE
10,1,0,7,12,23,2,5,10,0.839506173,111,1,3,0,0.28,0,0,9.2,1.3,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
22,0,0,23,91,11,0,23,3,0.954954955,4013,0.621621622,5,0,0.378787879,0,0,179.7272727,1.136363636,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,2,0,3,16,20,1,3,6,0.571428571,143,1,2,0.65,0.354166667,1,2,16.375,1,1,0,0,0,0,0,0,0,0,0,158.71,0,0,FALSE
31,1,0,27,31,465,15,13,31,1.033333333,35,0,0,0,0.131513648,0,0,0,1,1,0,0,0,0,0,0,0,0,0,238.85,0,0,FALSE
7,1,0,14,17,15,1,13,3,0.733333333,96,0,5,0,0.476190476,0,0,12,1.142857143,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,1,0,171,4,6,171,0,4,1.333333333,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,0,0,4,9,3,0,4,3,2,26,0,0,0,0.833333333,0,0,7.666666667,1,1,0,0,0,0,0,0,0,0,0,212.14,0,0,FALSE
20,1,0,4,33,106,1,3,20,0.880701754,392,0,2,0,0.216666667,0,0,17.85,1.5,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,9,11,0,2,7,5,0,47,1,1,0,0.433333333,0,0,8.2,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
11,0,0,19,61,25,0,19,2,0.994117647,606,0.176470588,4,0,0.375,0,0,52.54545455,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
17,1,0,4,28,46,2,2,15,0.25,583,1,0,0,0.144385027,1,1,33.11764706,2,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
54,1,2,32,87,833,14,20,18,0.95148248,1364,0.885714286,18,0,0.15820029,0,0,23.61111111,1.018518519,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
11,0,0,10,17,43,1,10,10,0.7,73,1,1,0,0.298701299,0,0,5.545454545,1.090909091,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,1,0,3,17,6,3,0,4,2,129,0,0,0,0.375,0,0,31.25,1,1,0,0,0,0,0,0,0,0,0,221,0,0,FALSE
7,0,0,2,9,13,1,1,6,0.777777778,40,0.666666667,0,0,0.357142857,0,0,4.285714286,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,26,34,0,3,23,0,0.590909091,357,1,7,0,0.3,0,0,68.2,1,1,21,21,12,12,28,28,1,33,33,2.28,1,0,TRUE
4,0,0,5,10,0,2,4,1,0.333333333,73,1,1,0,0.416666667,0,0,16.75,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
46,0,0,49,193,0,7,45,37,0.911111111,1530,0.5,5,0,0.080267559,0,0,32.04347826,1.608695652,8,41,18,9,9,21,14.66,3,50,27,21.85,1,0,TRUE
6,1,0,7,9,5,1,6,6,0.466666667,61,1,1,0,0.5,0,0,8.666666667,1.166666667,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
15,0,0,5,35,105,1,4,12,1,649,0,0,0,0.5,0,0,42.2,1.066666667,2,0,0,0,0,0,0,0,0,0,146.14,0,0,FALSE
4,1,0,5,5,0,5,0,2,0.933333333,36,0.2,2,0,0.666666667,0,0,6.75,1.25,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,0,0,11,18,20,5,6,7,0.6875,82,1,1,0,0.288888889,0,0,7.888888889,1.444444444,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
32,1,0,0,88,238,0,0,3,0.84705228,2819,1,0,0,0.304147465,0,0,85.28125,2.84375,28,0,0,0,0,0,0,0,0,0,161,0,0,FALSE
8,0,0,4,22,0,1,3,6,0.428571429,91,1,0,0,0.5,0,0,10.125,1,1,0,0,0,0,0,0,0,0,0,213,0,0,FALSE
7,0,0,4,29,21,1,3,6,1,147,0,0,0,0.5,0,0,19.85714286,1.142857143,2,0,0,0,0,0,0,0,0,0,169.85,0,0,FALSE
5,0,0,5,11,10,0,5,5,2,49,0,0,0,0.366666667,0,0,8.8,1.2,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
25,0,2,40,87,278,11,36,20,0.928571429,685,0.428571429,0,0,0.152173913,0,0,26.12,1.04,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,7,22,4,0,7,1,0.5,249,0.5,1,0,0.466666667,0,0,48.4,2.4,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
63,0,0,3,119,1953,1,2,61,2,1994,0,0,0,0.054988662,0,0,30.65079365,1.253968254,6,0,0,0,0,0,0,0,0,0,245,0,0,FALSE
4,1,0,3,35,6,1,2,4,2,628,0,0,0,0.583333333,0,0,156,4,13,0,0,0,0,0,0,0,0,0,167.85,0,0,FALSE
10,1,0,4,43,19,3,1,7,0.818181818,777,1,0,0,0.4,0,0,75.6,5.2,19,137,131,10,5,28,14,3,147,135,15.28,2,0,TRUE
6,0,2,4,7,9,3,1,6,0.9,27,1,0,0,0.583333333,0,0,3.166666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
25,1,9,11,32,300,9,2,24,2,154,0,0,0,1,0,0,5.16,1.28,8,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,1,0,3,48,20,2,1,5,0.4375,387,1,0,0,0.2,0,0,41.77777778,3.777777778,22,0,0,0,0,0,0,0,0,0,225.85,0,0,FALSE
5,1,0,4,8,0,4,0,4,0.375,93,1,0,0,0.466666667,1,1,17.2,2.2,5,0,0,0,0,0,0,0,0,0,226.85,0,0,FALSE
8,1,0,5,86,8,1,4,7,1.07518797,1831,0,0,0,0.571428571,0,0,225.5,1,1,0,0,0,0,0,0,0,0,0,172.14,0,0,FALSE
2,2,0,2,3,0,2,0,2,0,33,0.333333333,0,0.9,0.666666667,1,1,14,1,1,0,0,0,0,0,0,0,0,0,201.71,0,0,FALSE
7,0,2,14,11,1,7,7,6,0.666666667,51,0.5,2,0,0.267857143,0,0,6,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
1,1,1,6,2,0,4,2,0,2,12,0,1,0,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,0,0,5,23,6,1,4,7,0.428571429,169,0,1,0,0.303571429,0,0,19.75,1.375,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,3,0,1,11,9,1,0,6,0.6,44,1,0,0.80952381,0.611111111,1,2,6.166666667,1.333333333,2,0,0,0,0,0,0,0,0,0,169.71,0,0,FALSE
28,0,0,50,32,258,45,8,27,0.851851852,269,0.916666667,6,0,0.188311688,0,0,8.178571429,1.357142857,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,0,0,11,20,2,4,8,4,0.666666667,81,1,0,0,0.34375,0,0,19,1,1,22,11,0,0,21,18.5,2,22,11,21.85,1,0,FALSE
8,1,0,15,14,0,12,3,8,0.285714286,78,1,0,0,0.291666667,0,0,8.625,1.125,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
24,1,0,33,48,276,1,32,24,2,236,0,0,0,0.200757576,0,0,8.833333333,1,1,0,0,0,0,0,0,0,0,0,220.85,0,0,FALSE
13,1,0,19,47,24,1,18,12,0.814393939,540,0.318181818,14,0,0.157894737,0,0,38.84615385,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
15,1,0,12,15,105,9,3,15,2,15,0,0,0,0.266666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
3,1,0,2,17,3,0,2,2,2,54,0,0,0,0.333333333,0,0,17,1.333333333,2,0,0,0,0,8,8,1,0,0,1.71,1,0,TRUE
22,1,0,1,22,231,1,0,22,2,22,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,117,0,0,FALSE
6,0,1,2,8,15,2,1,5,0.933333333,35,0,0,0,0.35,0,0,4.333333333,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
12,0,0,16,40,42,2,14,9,0.818181818,321,1,4,0,0.263888889,0,0,25.25,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,0,0,4,19,3,1,3,6,0.466666667,181,0,1,0,0.361111111,0,0,28.66666667,1.166666667,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
11,1,0,19,62,27,7,15,5,0.742857143,430,1,0,0,0.202020202,0,0,37.45454545,1.090909091,2,0,0,2,2,2,2,1,2,2,22.28,1,0,TRUE
25,1,0,4,51,0,1,3,23,0.041666667,141,1,1,0,0.29,0,0,4.6,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,34,3,3,34,0,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,0,6,9,7,4,6,3,0,0.666666667,22,1,1,0,0.5,0,0,4.25,1,1,0,0,0,0,0,0,0,0,0,194.71,0,0,FALSE
19,0,0,118,35,91,110,10,19,1.012544803,236,0.193548387,1,0,0.195488722,0,0,9.789473684,1.473684211,4,13,12,2,1,38,21,2,15,13,19.14,2,0,FALSE
3,0,0,6,11,0,2,4,3,0,57,1,0,0,0.533333333,0,0,17.66666667,2,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
21,1,0,4,41,14,1,3,21,0.65,483,1,0,0,0.171428571,1,1,21.71428571,2.095238095,10,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,0,0,10,6,3,1,9,2,2,25,0,0,0,0.666666667,0,0,7.333333333,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
12,1,0,5,28,0,2,3,11,0.045454545,102,1,3,0,0.388888889,0,0,7.333333333,1,1,0,0,0,0,0,0,0,0,0,118.14,0,0,FALSE
5,1,2,7,6,10,3,5,3,1,23,1,2,0,0.333333333,0,0,3.2,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,1,0,7,11,3,2,5,6,0.4,70,1,0,0,0.5,0,0,10.5,2.333333333,9,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
24,0,8,17,58,276,13,4,20,1.014492754,486,0,1,0,0.162878788,0,0,19.125,1.041666667,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,15,3,3,14,1,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
24,1,0,15,34,104,7,8,23,0.730434783,267,0.8,2,0,0.188405797,0,0,9.916666667,1.333333333,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,0,0,3,4,1,0,3,1,2,10,0,0,0,0.75,0,0,4,1,1,0,0,0,0,0,0,0,0,0,184.85,0,0,FALSE
6,0,1,11,22,3,3,8,3,0.8,156,1,1,0,0.5,0,0,24.66666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
10,1,0,11,47,0,1,11,8,0.648148148,995,0.75,2,0,0.3,0,0,97.3,1.2,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
17,0,0,11,49,52,2,10,10,0.75,305,1,2,0,0.25210084,0,0,16.58823529,1.411764706,4,0,0,0,0,0,0,0,0,0,122.28,0,0,FALSE
65,1,0,136,65,2080,121,19,65,2,65,0,0,0,0.073684211,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
13,1,0,30,13,78,29,1,13,1.083333333,14,0,0,0,0.487179487,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,0,0,3,33,36,0,3,2,1.125,416,1,0,0,0.259259259,0,0,45,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,0,0,4,15,0,1,4,2,0.333333333,82,1,1,0,0.485714286,0,0,10.57142857,1.142857143,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,1,6,8,4,1,5,3,0.833333333,30,1,2,0,0.44,0,0,4.4,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,9,5,10,7,2,5,2,5,0,0,0,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
55,0,0,24,87,617,16,8,48,0.708333333,835,0.75,0,0,0.098039216,0,0,14.10909091,1.2,3,3,3,3,3,49,49,1,6,6,14.85,1,1,FALSE
57,0,0,7,119,1596,1,6,57,2,424,0,0,0,0.179824561,0,0,6.438596491,1,1,0,0,0,0,0,0,0,0,0,116.85,0,0,FALSE
2,1,0,1,12,0,1,0,2,0,65,0,0,0,0.666666667,0,0,30.5,1,1,0,0,0,0,0,0,0,0,0,229.85,0,0,FALSE
6,1,0,4,21,15,2,2,6,2,139,0,0,0,0.19047619,0,0,22.16666667,5,25,0,0,0,0,0,0,0,0,0,164.71,0,0,FALSE
4,1,0,0,19,6,0,0,2,2,101,0,0,0,0.333333333,0,0,24.25,1.75,4,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
6,1,0,1,22,13,1,0,4,0.8,88,1,0,0,0.533333333,0,0,13.5,1,1,0,0,0,0,0,0,0,0,0,168.28,0,0,FALSE
5,1,0,6,8,2,2,4,4,0.666666667,53,1,2,0,0.45,0,0,9,1.2,2,0,0,0,0,0,0,0,0,0,194.71,0,0,FALSE
12,2,0,11,22,4,10,1,9,0.585858586,379,1,1,0.555555556,0.416666667,1,2,29.83333333,1.416666667,4,9,9,9,9,4,3,2,18,9,15.71,1,0,TRUE
21,0,0,5,46,210,2,3,21,2,154,0,0,0,0.238095238,0,0,6.333333333,1,1,0,0,0,0,0,0,0,0,0,234.85,0,0,FALSE
5,0,0,20,41,8,1,19,3,1.15625,410,0.9375,0,0,0.392857143,0,0,77.8,1,1,4,3,0,0,28,20.5,2,4,3,25.71,1,0,TRUE
10,0,0,12,28,27,1,11,9,0.814814815,157,1,0,0,0.3,0,0,14.1,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,12,20,0,1,12,4,0,117,1,0,0,0.314285714,0,0,22.2,2.4,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
20,0,0,34,78,140,6,29,16,0.909090909,480,0.818181818,4,0,0.133333333,0,0,22.45,1,1,4,4,20,20,12,9.5,2,24,20,14,2,0,TRUE
31,0,1,7,62,465,5,2,29,2,202,0,0,0,0.266129032,0,0,5.516129032,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,0,0,10,40,36,1,9,5,1,471,0,0,0,0.37037037,0,0,51.22222222,1.111111111,2,0,0,0,0,0,0,0,0,0,157,0,0,FALSE
112,1,1,52,161,5710,33,22,78,0.957528958,1757,0.619047619,7,0,0.09009009,0,0,14.5,1.205357143,7,0,0,0,0,0,0,0,0,0,238.85,0,0,FALSE
2,1,1,3,6,0,3,0,2,0,19,1,0,0,0.75,0,0,8,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
13,1,0,16,45,66,16,0,0,0.5,365,0.5,0,0,0.375,0,0,26.92307692,1.153846154,2,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
4,0,0,3,7,6,0,3,3,1.333333333,18,1,0,0,0.625,0,0,3.25,1,1,0,0,0,0,0,0,0,0,0,115.14,0,0,FALSE
5,0,0,6,10,10,0,6,5,2,40,0,0,0,0.4,0,0,7,1.2,2,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
10,0,0,20,61,3,2,18,7,0.814814815,394,1,0,0,0.22,0,0,38.1,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
13,1,0,10,60,40,0,10,9,0.757575758,477,1,3,0,0.319444444,0,0,34.84615385,2.538461538,10,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
36,0,0,8,104,600,1,7,7,0.92244898,3519,1,0,0,0.242857143,0,0,96.16666667,1.333333333,6,20,20,1,1,2,2,1,21,21,27.14,1,0,TRUE
23,1,0,6,23,253,6,0,23,2,23,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,1,0,9,19,2,0,9,8,0.666666667,88,1,1,0,0.35,0,0,9.625,1.25,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,1,0,2,27,6,0,2,2,2,130,0,0,0,0.3125,0,0,31.5,1,1,0,0,0,0,0,0,0,0,0,221.14,0,0,FALSE
7,1,0,14,19,21,10,5,3,2,100,0,0,0,0.357142857,0,0,13.28571429,1.285714286,2,19,19,0,0,8,8,1,19,19,7.14,1,0,TRUE
10,1,0,3,11,19,1,2,10,0.793650794,83,1,1,0,0.325,0,0,6.6,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,0,1,4,14,4,2,2,4,0.666666667,81,1,0,0,0.34375,0,0,19,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
10,0,1,9,21,3,1,8,6,0.854166667,206,0.4375,6,0,0.2125,0,0,18,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,4,4,1,3,1,1,1,42,0,6,0,1,0,0,17,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,11,3,3,4,7,3,1.5,5,0,0,0,0.444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
101,1,0,13,198,2166,2,12,5,0.946888889,1740,0.933333333,5,0,0.089444444,0,0,15.78217822,1.475247525,21,0,0,0,0,0,0,0,0,0,239,0,0,FALSE
16,0,1,26,68,38,3,23,7,0.863157895,755,0.684210526,7,0,0.180555556,0,0,45,1.0625,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,0,0,4,35,15,1,3,4,0.666666667,528,1,0,0,0.5,0,0,74.14285714,1,1,0,0,0,0,0,0,0,0,0,170.14,0,0,FALSE
4,0,0,9,20,0,0,9,4,2,140,0,0,0,0.357142857,0,0,34,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,7,2,1,4,3,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,1,1,7,15,0,3,4,6,0,66,0.5,2,0,0.535714286,0,0,8.142857143,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
4,0,0,9,20,4,1,8,3,0.666666667,132,1,1,0,0.5,0,0,31.75,1,1,0,0,1,1,11,11,1,1,1,16.14,1,0,TRUE
2,0,0,5,5,1,1,4,0,2,67,0,0,0,0.75,0,0,32.5,1,1,0,0,0,0,0,0,0,0,0,115.14,0,0,FALSE
3,0,0,6,9,3,1,5,3,2,27,0,0,0,0.666666667,0,0,8,1,1,0,0,0,0,0,0,0,0,0,213,0,0,FALSE
9,5,0,8,15,34,3,5,8,0.625,97,1,1,1,0.5,0,0,9.666666667,1.222222222,2,0,0,0,0,0,0,0,0,0,213.85,0,0,FALSE
31,1,0,5,102,329,0,5,3,0.901754386,2883,0,0,0,0.258333333,0,0,91.38709677,1.096774194,3,0,0,0,0,0,0,0,0,0,240.85,0,0,FALSE
19,1,0,2,45,171,0,2,15,2,287,0,0,0,0.115789474,0,0,14.10526316,1,1,0,0,0,0,0,0,0,0,0,218.42,0,0,FALSE
9,1,0,7,30,22,2,5,4,0.833333333,1488,0.666666667,1,0,0.375,0,0,164,1.888888889,4,0,0,0,0,0,0,0,0,0,213,0,0,FALSE
2,1,0,1,7,1,1,0,1,2,60,0,0,0,0.666666667,0,0,29,5,9,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
7,1,0,11,7,21,7,4,7,2,7,0,0,0,0.428571429,0,0,0,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
69,1,13,20,98,2346,13,8,59,2,740,0,0,0,0.083805923,0,0,9.724637681,1.057971014,2,63,24,12,9,49,15.16,6,75,24,16.71,2,1,TRUE
40,0,0,6,125,720,0,6,3,0.953379953,3446,1,2,0,0.206959707,0,0,84.875,1.525,6,541,277,162,160,33,11.33,6,703,278,17.71,3,0,TRUE
14,0,0,16,34,61,9,9,14,0.692307692,190,1,2,0,0.297619048,0,0,12.28571429,1.5,7,0,0,0,0,0,0,0,0,0,231.42,0,0,FALSE
4,0,0,4,12,6,0,4,3,1,50,0,0,0,0.5,0,0,11.25,1.25,2,0,0,0,0,0,0,0,0,0,114.71,0,0,FALSE
5,0,0,5,24,10,1,4,4,1,104,0,0,0,0.5,0,0,19.6,1.4,3,0,0,0,0,0,0,0,0,0,197,0,0,FALSE
4,1,0,5,4,6,3,3,4,2,4,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
15,0,0,12,48,103,4,10,6,0.991071429,1019,0.875,0,0,0.196428571,0,0,66.4,2.333333333,9,0,0,0,0,0,0,0,0,0,154,0,0,FALSE
17,1,0,23,62,130,12,13,8,0.95,542,1,2,0,0.390625,0,0,30.58823529,1.411764706,5,0,0,0,0,0,0,0,0,0,243.85,0,0,FALSE
5,2,0,2,18,0,2,0,4,0.375,322,1,0,0.692307692,0.36,1,2,62.2,2.6,8,0,0,0,0,0,0,0,0,0,198.28,0,0,FALSE
3,0,0,11,11,3,1,10,0,2,57,0,0,0,0.466666667,0,0,18,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,0,0,4,19,3,1,3,6,0.44,193,0,2,0,0.361111111,0,0,30.33333333,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,1,0,3,12,12,1,2,9,0.625,69,1,0,0,0.333333333,0,0,6.333333333,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
